source,system,name,
Muni,,DeArmoun Rd. Trail,
Muni,Chester Creek Trail,Chester Creek Trail,
Muni,,Ridge Loop,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,Hillside Ski Trails,Richter Loop,
Muni,Kincaid Ski Trails,Horseshoe Loop,
Muni,,Int'l. Airport Rd. Trail,
Muni,,Birch Road Trail,
Muni,,Beaver Dam Trail,
Muni,Johnson Trail,Johnson Trail,
Muni,Coastal Trail,Coastal Trail,
Muni,,Klatt Road Trail,
Muni,,Woodway Loop Trail,
Muni,,Unnamed,
Muni,,Cannonrd,
Muni,,South Fork Rim,
Muni,Hillside Ski Trails,Spencer Loop,
Muni,,Northern Lights Bvld. Trail,
Muni,Girdwood Trails,Tiny Creek Trails,
Muni,Bartlett Ski Trails,Bartlett,
Muni,Johnson Trail,Johnson Trail,
Muni,Kincaid Ski Trails,Easy Street,
Muni,,C Street Trail,
Muni,,Debarr Rd. Trail,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,,Inner Loop Trail,
Muni,,ELMORE ROAD,
Muni,,Dimond (North Side),
Muni,Girdwood Trails,Unnamed,
Muni,,After Dinner Tr,
Muni,Girdwood Trails,Nordic Trail,
Muni,,Eagle River High School Trail,
Muni,,Elevator,
Muni,Tour of Anchorage,Old Rondy Trail,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,Girdwood Trails,Alyeska Highway Trail,
Muni,Russian Jack Ski Trails,Unnamed,
Muni,,Flattop,
Muni,Beech Lake Ski Trails,Unnamed,
Muni,,Dimond (South Side),
Muni,,Unnamed,
Muni,,156th St. Trail,
Muni,,Dimond (South Side),
Muni,,Unnamed,
Muni,,Unnamed,
Muni,,Muldoon Rd. Trail,
Muni,,South Fork Rim,
Muni,,Grass Trail,
Muni,,East Rib To Mchugh Cr,
Muni,,Tudor Road Trail,
Muni,Kincaid Ski Trails,Alex Sisson Loop,
Muni,Powerline,Powerline/gasline,
Muni,Mt Bike Single Track,Yellow Jacket,
Muni,Kincaid Single Track,Bolling Alley,
Muni,Hillside Ski Trails,Spencer Loop,
Muni,,DOWLING ROAD,
Muni,Kincaid Ski Trails,Andrew Lekisch Trail,
Muni,Mirror Lake Ski Trails,Hill Topper Loop,
Muni,,Picket Spur Trail,
Muni,,Chugach State Park Bluff Trail,
Muni,,Lore Road Trail,
Muni,,Spenard Rd. Trail,
Muni,Mirror Lake Ski Trails,2.5 Km,
Muni,,Unnamed,
Muni,Girdwood Trails,Winner Creek Trail,
Muni,Connors Bog Skijor,Minnesota Moose Loop,
Muni,,Unnamed,
Muni,,Jewell Lake,
Muni,,Unnamed,
Muni,Girdwood Trails,Tiny Creek Trails,
Muni,,Glen Alps/ Middle Fork,
Muni,,Seward Hwy. Trail,
Muni,Cuddy Family Midtown Park,Cuddy Family Midtown Park Loop,
Muni,,Unnamed,
Muni,,Muldoon Rd. Trail,
Muni,,Ship Creek Trail,
Muni,,Abbott Road Trail,
Muni,Ship Creek Trail,Ship Creek Trail,
Muni,,Patterson St. Trail,
Muni,Coastal Trail,Coastal Trail,
Muni,Beech Lake Ski Trails,Unnamed,
Muni,,ELMORE ROAD,
Muni,,Unnamed,
Muni,Kincaid Single Track,QFB,
Muni,,Birch Road Trail,
Muni,,Dowling Rd. Trail,
Muni,,Unnamed,
Muni,Hillside Ski Trails,Spencer Loop,
Muni,,Unnamed,
Muni,,156th St. Trail,
Muni,Girdwood Trails,Winner Creek Trail,
Muni,Beech Lake Ski Trails,Hill Loop,
Muni,,Denali View,
Muni,,15th Ave. Trail,
Muni,,3rd Ave Trail,
Muni,,Unnamed,
Muni,Girdwood Trails,Moose Meadow Trail,
Muni,,ELMORE ROAD,
Muni,,Woodway Loop Trail,
Muni,Girdwood Trails,Virgin Creek Trail System,
Muni,,Muldoon Rd. Trail,
Muni,,Tudor Road Trail,
Muni,Beech Lake Ski Trails,Hill Loop,
Muni,,Tudor Road Trail,
Muni,Connors Bog Skijor,Unnamed,
Muni,,Outgoing Trail,
Muni,Girdwood Trails,Unnamed,
Muni,,Birch Road Trail (Unpaved),
Muni,Mt Bike Single Track,Drone Lane,
Muni,,Near Point,
Muni,,Northern Lights Bvld. Trail,
Muni,,Wolverine Peak,
Muni,,Northern Lights Bvld. Trail,
Muni,,Tudor Road Trail,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,,Boniface Pkwy. Trail,
Muni,,Unnamed,
Muni,,Raspberry Road,
Muni,,Arctic Bvld. Trail,
Muni,Beech Lake Ski Trails,Unnamed,
Muni,Coastal Trail,Coastal Trail,
Muni,,C Street Trail,
Muni,,Middle Fork,
Muni,,Northern Lights Bvld. Trail,
Muni,,Eagle River Rd. Trail,
Muni,,Tank Trail,
Muni,,Unnamed,
Muni,Powerline,Powerline/gasline,
Muni,Johnson Trail,Johnson Trail,
Muni,,View Rock Trail,
Muni,,Payne Path,
Muni,,Glenn Hwy. Trail,
Muni,,Heights Hill Trail,
Muni,,Unnamed,
Muni,Hillside Ski Trails,Spencer Loop,
Muni,,Snow Bear Path,
Muni,,Spur To Stewart Hmstd,
Muni,Johnson Trail,Johnson Trail,
Muni,,Unnamed,
Muni,Coastal Trail,Coastal Trail,
Muni,,Unnamed,
Muni,Mirror Lake Ski Trails,Out Cut To Far H,
Muni,,Upper Moen,
Muni,Connors Bog Skijor,Unnamed,
Muni,,Unnamed,
Muni,Girdwood Trails,Preliminary Iditarod Realignment (2002),
Muni,,ER Parks & Rec/HLB Trail,
Muni,Girdwood Trails,Tiny Creek Trails,
ACE,Kincaid Single Track,Candy Mountain,
Muni,Ruth Arcand Trails,Unnamed,
Muni,Girdwood Trails,Alyeska Highway Trail,
Muni,,Potter Mchugh Ridge,
Muni,Kincaid Ski Trails,Alex Sisson Loop,
Muni,Bartlett Ski Trails,Bartlett,
Muni,,Unnamed,
Muni,,Eagle River High School Trail,
Muni,,ELMORE ROAD,
Muni,Girdwood Trails,Alyeska Basin Subdivision Trails,
Muni,,Rover's Run Trail,
Muni,,Southport Dr. Trail,
Muni,Kincaid Single Track,Tower Power,
Muni,Girdwood Trails,Virgin Creek Trail System,
Muni,Girdwood Trails,Hand Tram Trail,
Muni,,Unnamed,
Muni,,Unnamed,
ACE,Kincaid Single Track,Second Breakfast,
Muni,,Old Seward Hwy. Trail,
Muni,,Black Bear Trail,
Muni,,Wisconsin St. Trail,
Muni,Girdwood Trails,Virgin Creek Trail System,
Muni,,Unnamed,
Muni,Girdwood Trails,Iditarod Trail,
Muni,,Mental Health Trust Loop Trail,
Muni,,Hesterberg Road/Campground Road Trail,
Muni,Cuddy Family Midtown Park,Cuddy Family Midtown Park Loop,
Muni,,Unnamed,
Muni,Girdwood Trails,Glacier Creek/iditarod Trail System,
Muni,Girdwood Trails,Nordic Trail,
Muni,,Rover's Run Trail,
Muni,,Unnamed,
Muni,Girdwood Trails,Alyeska Basin Subdivision Trails,
Muni,,Stewart Homest Rd,
Muni,,Unnamed,
Muni,Girdwood Trails,Nordic Trail,
Muni,Beech Lake Ski Trails,Junkyard,
Muni,,68th Ave. Trail,
Muni,Ship Creek Trail,Ship Creek Trail,This trail runs next to Anchorage's urban salmon run. The trail begins at the railroad depot and ends right before the high-tech Hernandez fish hatchery.  Caution: treking or fishing outisde the eastern bound of the trail trespasses on to the Fort Richardson army base.  
Muni,,Ski Trail,
Muni,Glenn Hwy Trail,Glenn Hwy Trail,
Muni,Ship Creek Trail,Ship Creek Trail,
Muni,,Old Seward Hwy. Trail,
Muni,Girdwood Trails,Preliminary Iditarod Realignment (2002),
Muni,Mt Bike Single Track,Janice's Jive,
Muni,,Denali View,
Muni,,ELMORE ROAD,
Muni,Mirror Lake Ski Trails,7.5 Km,
Muni,Girdwood Trails,Iditarod Trail,
Muni,Girdwood Trails,Stumpy's Summer Trail,
Muni,,Unnamed,
Muni,,Payne Path,
Muni,Mirror Lake Ski Trails,In Far To Cutoff,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,,East Rib To Mchugh Cr,
Muni,,C Street Trail,
ACE,Kincaid Single Track,Evolution,
Muni,,Unnamed,
Muni,,Prospect/middle Fork,
Muni,,Southport Dr. Trail,
Muni,,Unnamed,
Muni,Mt Bike Single Track,The Hive,
Muni,,Unnamed,
Muni,,15th Ave. Trail,
Muni,,Unnamed,
Muni,Girdwood Trails,Stumpy's Winter Trail,
Muni,,Unnamed,
Muni,Kincaid Single Track,Lee's Train,
Muni,Girdwood Trails,Unnamed,
Muni,Mt Bike Single Track,Janice's Jive,
Muni,,Rabbit Creek Greenbelt,
Muni,Girdwood Trails,Wagon Trail,
ACE,Kincaid Single Track,Middle Earth,
ACE,Kincaid Single Track,Northwest Passage,
Muni,Girdwood Trails,Iditarod Trail,
Muni,Mt Bike Single Track,Hornet's Nest,
Muni,Kincaid Single Track,Toilet Bowl,
Muni,Kincaid Single Track,C$ Express,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,,Unnamed,
Muni,Mt Bike Single Track,The Hive,
Muni,,ELMORE ROAD,
Muni,Girdwood Trails,Winner Creek Trail,
Muni,Kincaid Single Track,Kitchen Sink,
Muni,Mt Bike Single Track,Hornet's Nest,
Muni,Girdwood Trails,Glacier Creek/iditarod Trail System,
Muni,,Unnamed,
Muni,Girdwood Trails,Nordic Trail,
Muni,Mt Bike Single Track,Queen Bee Loop,
Muni,,C Street Trail,
Muni,,So Potter Ridge,
Muni,,Unnamed,
Muni,Kincaid Single Track,Sand Box,
Muni,,ELMORE ROAD,
Muni,,ELMORE ROAD,
Muni,,Unnamed,
DNR,Chugach State Park,Rondevous Peak,
Matsu,West Gateway,Willow Winter Carnival,
DNR,Chugach State Park,ER Access3,
Matsu,GPRA,Start Connector 2,
DNR,Chugach State Park,Mt Baldy,
DNR,Chugach State Park,Connector 1,
Matsu,Matanuska Greenbelt,Picnic Table Singletrack,
Matsu,Talkeetna Lakes Park,Portage,
DNR,Chugach State Park,RL Interp 2,
DNR,Chugach State Park,RL Interp 3,
DNR,Chugach State Park,Middle Fork Loop,
DNR,Chugach State Park,Spur 2,
Matsu,Matanuska Greenbelt,Picnic Table Singletrack,
Matsu,Glacier Creek,Snowbird Mine,
Matsu,GPRA,Start Connector 1,
DNR,Chugach State Park,ER Access2,
Matsu,GPRA,Susitna Loop Connector,
DNR,Chugach State Park,Rapids Camp Yurt,
DNR,Chugach State Park,Spur 1,
Matsu,Matanuska Greenbelt,Root Canal Trail,
DNR,Chugach State Park,RL Interp,
DNR,Chugach State Park,Connector 2,
DNR,Chugach State Park,Track 3,
DNR,Chugach State Park,Flattop Peak,
Matsu,Talkeetna Lakes Park,Portage,
DNR,Chugach State Park,East Fork Eklutha River,
Matsu,GPRA,Pioneer Loop Connector,
Matsu,Talkeetna Lakes Park,Ski Trails Access,
DNR,Chugach State Park,Lost Cabin Valley,
DNR,Hatcher Pass,Gold Cord Lake,
Matsu,Matanuska Greenbelt,Old Cat Trail,
DNR,Chugach State Park,ER Access1,
DNR,Chugach State Park,Yurt Classrom,
Matsu,Talkeetna Lakes Park,Portage,
DNR,Hatcher Pass,Hard Rock 2,
Matsu,Matanuska Greenbelt,Rootbear Trail,
Matsu,West Gateway,Willow Winter Carnival,
DNR,Chugach State Park,Four Corners Loop,
DNR,Hatcher Pass,Assay Spur,
DNR,Chugach State Park,Golden Grass,
DNR,Chugach State Park,Bird Ridge,
Matsu,Talkeetna Lakes Park,X Lake Loop,
DNR,Chugach State Park,Track 7,
Matsu,Talkeetna Lakes Park,Canoe Put-In,
DNR,Chugach State Park,Turnagain Arm,
DNR,Hatcher Pass,Martin Mill,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Chugach State Park,Cali Creek,
DNR,Chugach State Park,Lake Spur HV,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Chugach State Park,Public Use Cabin,
DNR,Chugach State Park,Little Omalley,"A comfortable hike until you cross the south tributary of Campbell creek.  Muddy in spring and after a strong rain.  Climbing Little O'Malley is technically easy but strenuous.    <a href=""https://www.google.com/maps/views/view/118252346471748690664/gphoto/6004244296183887698?gl=us&heading=178&pitch=79&fovy=75"">Photosphere!</a> "
DNR,Chugach State Park,Grand View,
DNR,Chugach State Park,Wolverine Bowl,
DNR,Chugach State Park,Indian To Bird Bike,
DNR,Chugach State Park,River Loop Yurt,
DNR,Chugach State Park,Bird Point Interp,
DNR,Chugach State Park,Ptarmigan Pass,
Matsu,Crevasse-Moraine,Loop 12,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
Matsu,Crevasse-Moraine,<Null>,
Matsu,Talkeetna Lakes Park,Canoe Put-In,
DNR,Chugach State Park,Eklutna ATV Access,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Chugach State Park,Peak Spor RR,
DNR,Chugach State Park,Rondevous Ridge,
Matsu,Matanuska Greenbelt,Bearback Trail,
DNR,Chugach State Park,Eagle River Greenbelt,
DNR,Chugach State Park,River Loop,
DNR,Chugach State Park,Near Point,
Matsu,GPRA,Start Area 1,
DNR,Chugach State Park,Mile High Saddle,
Matsu,McRoberts Creek,Matanuska Peak,
Matsu,Crevasse-Moraine,<Null>,
DNR,Chugach State Park,Gasline,
DNR,Hatcher Pass,Lane Basin,
DNR,Chugach State Park,Mt Eklutna,
DNR,Chugach State Park,Alder,
DNR,Chugach State Park,Mountain Meadow,
DNR,Chugach State Park,Blueberry Hollow,
DNR,Chugach State Park,Spencer,
DNR,Hatcher Pass,Mile 16 Ski Run,
DNR,Chugach State Park,Anchorage Overlook,"With easy access to parking, this is the best public view of Anchorage in town without climbing a mountain. "
DNR,Chugach State Park,South Fork ER,
DNR,Chugach State Park,North Fork,
Matsu,Matanuska Greenbelt,Bearbottom Trail,
DNR,Chugach State Park,Penguin Peak,
DNR,Chugach State Park,Ballpark,
DNR,Chugach State Park,Rabbit Lake,"This trail has difficult parking that is both steep and bumpy. The trail is mostly flat after a first hour and comfortable to do with the family. <a href=""https://www.google.com/maps/views/view/111219693576776892045/gphoto/6054197401913571154?gl=us&heading=288&pitch=75&fovy=75"">Photosphere!</a> "
DNR,Chugach State Park,Little Loop,
DNR,Hatcher Pass,Independence Mine Camp,
Matsu,GPRA,Pioneer Loop,
DNR,Chugach State Park,Twin Peaks,
DNR,Chugach State Park,McHugh Lake,
DNR,Chugach State Park,Bold Ridge,
DNR,Chugach State Park,Powerline,
DNR,Chugach State Park,Rodak Nature Loop,
DNR,Hatcher Pass,Rae-Wallace,
DNR,Chugach State Park,Muktuk Marstib Memorial,
DNR,Chugach State Park,Turnagain Arm Interpretive,
DNR,Chugach State Park,Crow Pass," <a href=""https://www.google.com/maps/views/view/104991274847220395490/gphoto/6021876865117596594?gl=us&heading=177&pitch=85&fovy=75"">Photosphere!</a> "
DNR,Chugach State Park,Eklutna Lakeside,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Hatcher Pass,Hard Rock,
DNR,Hatcher Pass,Reed Lakes,
DNR,Hatcher Pass,Mill Loop,
DNR,Chugach State Park,Rapids Camp Loop,
DNR,Chugach State Park,Picnic Loop,
DNR,Hatcher Pass,Snowmobile Trail 2,
DNR,Chugach State Park,Alder 2,
Matsu,Swan Lake Canoe Route,Jim - Mud Lake Canoe Route,
DNR,Chugach State Park,South Fork Rim,
DNR,Chugach State Park,Eagle River North Fork Access,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Chugach State Park,Eklutna Lake Spillway,
DNR,Chugach State Park,Eklutna Spillway,
Matsu,Matanuska Greenbelt,Kepler-Bradley,
DNR,Chugach State Park,Penguin Creek,
Matsu,GPRA,Blueberry Knoll,
DNR,Chugach State Park,Wolverine Bowl Loop,
DNR,Chugach State Park,Bird Valley,
DNR,Chugach State Park,Blueberry Loop,
DNR,Chugach State Park,Denali View,
DNR,Chugach State Park,Snowmobile Exit,
Matsu,GPRA,Susitna Loop,
DNR,Chugach State Park,Silver Fern,
DNR,Chugach State Park,Long Lake,
DNR,Chugach State Park,Falls Creek,
DNR,Chugach State Park,Hidden Lake,
Matsu,Talkeetna Lakes Park,Otter Loop,
DNR,Hatcher Pass,Snow Trail to Lodge,
DNR,Hatcher Pass,Marmot Mountain,
DNR,Hatcher Pass,Snowmobile Trail,
DNR,Hatcher Pass,Lane Basin (Old Road),
DNR,Chugach State Park,Blacktail Ptarmigan Rocks,
DNR,Chugach State Park,Bear Point,
DNR,Chugach State Park,Dew Mound,
DNR,Chugach State Park,Bird Creek,
DNR,Chugach State Park,Indian Creek Pass,
DNR,Chugach State Park,Albert Loop,
DNR,Chugach State Park,Meadow Creek,
DNR,Chugach State Park,Panorama View,
DNR,Chugach State Park,Thunderbird Falls,
DNR,Hatcher Pass,Snowmobile Trail 1,
DNR,Chugach State Park,Wolverine Peak,This trail starts though cottonwood trees and crosses over a creek bridge to start up hill all the way through many different ecological and geologic zones to reach the top of this quintessential Anchorage hike. 
DNR,Hatcher Pass,Gold Mint,
DNR,Chugach State Park,Peters Valley,
DNR,Chugach State Park,Bird Ridge Interp,
Matsu,GPRA,Matanuska Loop,
DNR,Chugach State Park,Ptarmigan Valley,
DNR,Chugach State Park,Mile High Ridge,
DNR,Chugach State Park,White Spruce,
DNR,Chugach State Park,Snowmobile Entrance,
DNR,Chugach State Park,Abes,
DNR,Chugach State Park,Hanging Valley,
DNR,Chugach State Park,Spencer Loop,
DNR,Hatcher Pass,Arch Prospect,
DNR,Chugach State Park,Ship Lake Pass,
DNR,Chugach State Park,Powerline Access,
DNR,Chugach State Park,Hemlock Knob,
DNR,Chugach State Park,Flattop Peak Alternate,
DNR,Chugach State Park,Williwaw Lakes,
DNR,Hatcher Pass,April Bowl,
Matsu,Talkeetna Lakes Park,Mink Loop,
Matsu,Crevasse-Moraine,Loop 8,
Matsu,Talkeetna Lakes Park,Martin Loop,
Matsu,Crevasse-Moraine,Loop 2,
Matsu,Crevasse-Moraine,Loop 1,
Matsu,Crevasse-Moraine,Loop 3,
Matsu,Matanuska Greenbelt,Picnic Table Singletrack,
Matsu,Crevasse-Moraine,Loop 6,
Matsu,Crevasse-Moraine,Loop 9,
Matsu,Matanuska Greenbelt,Long Lake Loop,
Matsu,Crevasse-Moraine,Loop 5,
Matsu,Crevasse-Moraine,Loop 7,
Matsu,Matanuska Greenbelt,Bearberry Bluff Trail,
Matsu,Mint Glacier,Little Susitna River / Goldmint,
Matsu,Crevasse-Moraine,Monitor Well Road / Winter Horse Trail,
Matsu,Crevasse-Moraine,Loop 4,
Matsu,Fern Mine,Lane Basin,
Matsu,Crevasse-Moraine,Loop 10,
Matsu,Knob Hill,Knob Creek,
